,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,11.455670000000001,2.778967,-1185.817,-1060.54,1029.8670000000002,1029.8670000000002,175.7244,96.5368,7.423468,34.57369,735.9544,902.8245,57.30369,59.11206,dc_SchGtKttmmTtVt_19,Sch,Wed May 31 21:14:16 2023,True
1,11.349749999999998,2.716738,-1187.036,-1060.5990000000002,1031.813,1031.813,175.20659999999998,95.78296999999999,7.425564,35.237519999999996,736.0009,900.3636,57.30779,59.08828,dc_SchGtKttmmTtVt_18,Sch,Wed May 31 21:14:14 2023,True
2,11.379750000000001,2.7372919999999996,-1186.598,-1060.5880000000002,1031.098,1031.098,175.3784,96.04893,7.428398,35.01142,735.7738,901.0634,57.30383,59.09506,dc_SchGtKttmmTtVt_17,Sch,Wed May 31 21:14:12 2023,True
3,11.30991,2.7281869999999997,-1188.19,-1062.62,1032.87,1032.87,175.14360000000002,96.08537,7.389339,34.96245,736.2513,901.9339,57.31316,59.10336,dc_SchGtKttmmTtVt_16,Sch,Wed May 31 21:14:11 2023,True
4,11.406920000000001,2.7111530000000004,-1185.274,-1058.0240000000001,1030.003,1030.003,175.3605,95.54606,7.474023,35.4175,735.327,898.6548,57.29601,59.07185,dc_SchGtKttmmTtVt_15,Sch,Wed May 31 21:14:09 2023,True
5,11.489740000000001,2.7597419999999997,-1184.5339999999999,-1058.211,1028.755,1028.755,175.74349999999998,96.12933,7.461455,34.88578,735.6481,900.8787,57.29754,59.09333,dc_SchGtKttmmTtVt_14,Sch,Wed May 31 21:14:07 2023,True
6,11.27842,2.709079,-1188.471,-1062.5169999999998,1033.359,1033.359,174.9916,95.84861000000001,7.392030999999999,35.17711,736.1759,901.0498,57.31312,59.09481,dc_SchGtKttmmTtVt_13,Sch,Wed May 31 21:14:06 2023,True
7,11.299150000000001,2.734946,-1188.5829999999999,-1063.397,1033.202,1033.202,175.13899999999998,96.23086,7.3747229999999995,34.82,736.3683,902.6701,57.31535,59.11042,dc_SchGtKttmmTtVt_12,Sch,Wed May 31 21:14:04 2023,True
8,11.448960000000001,2.79814,-1186.7669999999998,-1062.3149999999998,1030.719,1030.719,175.7457,96.87245,7.3855699999999995,34.25956,736.6808,904.8654,57.3142,59.13165,dc_SchGtKttmmTtVt_11,Sch,Wed May 31 21:14:02 2023,True
9,11.382050000000001,2.705529,-1185.532,-1058.309,1030.281,1030.281,175.2923,95.51988,7.474545999999999,35.46504,735.0662,898.3843,57.29351,59.06923,dc_SchGtKttmmTtVt_10,Sch,Wed May 31 21:14:00 2023,True
10,11.32132,2.756833,-1188.363,-1063.745,1032.695,1032.695,175.2954,96.54298999999999,7.372300999999999,34.55184,736.1784,903.6309,57.31231,59.1197,dc_SchGtKttmmTtVt_9,Sch,Wed May 31 21:13:59 2023,True
11,11.44527,2.766344,-1185.747,-1060.116,1029.923,1029.923,175.65349999999998,96.35562,7.432207,34.73021,735.84,902.0617,57.30235,59.10472,dc_SchGtKttmmTtVt_8,Sch,Wed May 31 21:13:57 2023,True
12,11.25234,2.71069,-1189.369,-1063.808,1034.331,1034.331,174.9015,95.94619999999999,7.36063,35.04473,736.753,902.1029,57.32198,59.10487,dc_SchGtKttmmTtVt_7,Sch,Wed May 31 21:13:55 2023,True
13,11.28661,2.73853,-1188.846,-1063.933,1033.4099999999999,1033.4099999999999,175.12720000000002,96.32912999999999,7.366826,34.727489999999996,736.3065,903.0565,57.31515,59.11413,dc_SchGtKttmmTtVt_6,Sch,Wed May 31 21:13:54 2023,True
14,11.43297,2.741464,-1185.455,-1059.045,1029.887,1029.887,175.5311,95.97663,7.452198,35.04887,735.648,900.4873,57.29979,59.08954,dc_SchGtKttmmTtVt_5,Sch,Wed May 31 21:13:52 2023,True
15,11.45459,2.777659,-1185.861,-1060.552,1029.936,1029.936,175.7127,96.51744,7.422465,34.58765,736.0161,902.8148,57.30454,59.11196,dc_SchGtKttmmTtVt_4,Sch,Wed May 31 21:13:50 2023,True
16,11.51216,2.815341,-1185.3590000000002,-1060.809,1029.023,1029.023,175.9999,96.98486000000001,7.413520999999999,34.18277,736.1451,904.4986,57.30442,59.12816,dc_SchGtKttmmTtVt_3,Sch,Wed May 31 21:13:48 2023,True
17,11.5283,2.784474,-1183.76,-1057.8939999999998,1027.6080000000002,1027.6080000000002,175.9674,96.43956,7.469315,34.62475,735.1657,901.4444,57.28969,59.09876,dc_SchGtKttmmTtVt_2,Sch,Wed May 31 21:13:47 2023,True
18,11.31466,2.754451,-1188.993,-1064.4309999999998,1033.4959999999999,1033.4959999999999,175.2196,96.51657,7.347239999999999,34.51777,737.0295,904.4005,57.32392,59.12704,dc_SchGtKttmmTtVt_1,Sch,Wed May 31 21:13:45 2023,True
19,11.49632,2.804589,-1185.668,-1060.9170000000001,1029.4950000000001,1029.4950000000001,175.9042,96.84832,7.409774,34.28984,736.3656,904.259,57.30791,59.12585,dc_SchGtKttmmTtVt,Sch,Wed May 31 21:13:43 2023,True
